student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,risk_score
10082,15,male,private,post graduate,4.8,82.3,yes,<15 min,yes,mixed,92.3,80.8,91.8,77.3,c,14.969999999999999
10083,15,male,public,phd,2.1,58.7,no,15-30 min,yes,online videos,16.0,34.4,25.6,31.4,f,90.0
10084,14,female,public,high school,2.5,93.6,yes,15-30 min,yes,coaching,49.3,45.8,50.8,48.6,e,80.0
10085,15,male,private,high school,2.6,67.9,yes,>60 min,yes,notes,51.5,47.0,63.3,52.5,e,80.0
10086,15,male,private,graduate,1.6,59.3,yes,15-30 min,yes,notes,24.9,9.9,33.7,31.4,f,90.0
10087,17,female,private,graduate,7.7,51.0,yes,15-30 min,no,online videos,90.0,90.5,67.6,90.1,b,90.0
10088,16,female,public,graduate,5.7,65.4,yes,15-30 min,yes,coaching,73.6,79.6,78.5,81.0,c,10.899999999999991
10089,16,male,private,high school,1.3,69.0,yes,>60 min,no,mixed,39.3,43.8,32.4,42.2,e,80.0
10090,15,female,public,no formal,3.2,51.8,yes,30-60 min,yes,notes,44.1,48.2,55.0,42.6,e,90.0
10091,14,female,private,no formal,1.8,77.8,yes,30-60 min,no,mixed,43.7,54.9,59.4,52.3,e,80.0
10092,19,other,private,phd,2.3,72.7,no,>60 min,no,coaching,42.6,45.9,53.7,43.6,e,80.0
10093,17,female,private,diploma,7.5,74.7,yes,<15 min,no,mixed,97.6,84.5,82.2,90.5,b,0.44999999999998863
10094,15,other,private,diploma,1.5,56.7,yes,<15 min,no,notes,17.0,26.8,17.2,25.9,f,90.0
10095,18,male,private,graduate,7.1,69.2,no,<15 min,yes,group study,85.4,87.9,71.5,84.5,c,7.049999999999997
10096,18,male,public,high school,6.8,98.4,yes,30-60 min,yes,textbook,78.5,83.4,86.2,89.3,b,1.769999999999996
10097,19,female,private,diploma,6.1,67.9,yes,<15 min,no,online videos,97.7,78.6,80.5,81.4,c,10.45999999999998
10098,14,male,public,diploma,4.2,89.6,yes,<15 min,yes,coaching,75.9,53.3,81.6,71.8,c,21.019999999999996
10099,17,other,private,no formal,2.4,56.2,yes,15-30 min,no,mixed,28.0,61.9,38.5,41.3,e,90.0
10100,19,female,private,graduate,6.7,56.1,yes,<15 min,yes,online videos,97.5,66.6,69.6,79.1,c,90.0
10101,18,female,public,high school,6.8,99.9,yes,>60 min,no,textbook,94.2,98.3,100.0,90.6,b,0.3400000000000034
10102,15,female,public,no formal,4.4,82.4,no,<15 min,yes,online videos,51.5,67.0,50.6,60.3,d,33.67
10103,19,male,private,graduate,0.9,83.2,yes,<15 min,yes,mixed,62.2,29.8,49.5,37.8,f,80.0
10104,16,female,private,high school,1.9,71.3,yes,>60 min,yes,textbook,44.2,55.5,72.1,45.8,e,80.0
10105,16,other,public,post graduate,0.9,88.1,yes,>60 min,no,online videos,19.4,40.7,30.7,35.5,f,80.0
10106,17,female,private,graduate,1.8,96.4,yes,>60 min,yes,group study,65.4,41.3,27.5,53.0,e,80.0
10107,18,female,private,no formal,4.3,54.1,yes,15-30 min,yes,notes,64.6,57.8,63.6,61.6,d,90.0
10108,14,female,public,post graduate,6.9,58.6,yes,15-30 min,yes,mixed,100.0,82.9,91.4,87.2,b,90.0
10109,17,female,public,no formal,5.4,93.3,yes,>60 min,no,textbook,78.6,82.8,76.9,77.3,c,14.969999999999999
10110,18,other,private,high school,5.0,54.0,yes,30-60 min,no,group study,55.4,69.0,71.7,62.4,d,90.0
10111,17,other,public,post graduate,6.1,68.0,no,<15 min,yes,group study,61.0,67.3,72.5,72.9,c,19.809999999999988
10112,15,female,public,diploma,5.3,54.2,yes,<15 min,no,notes,58.4,71.6,56.1,66.1,d,90.0
10113,14,other,private,diploma,3.8,70.4,yes,>60 min,yes,textbook,43.0,47.7,40.8,49.9,e,95.0
10114,17,male,private,high school,6.6,72.4,yes,>60 min,yes,mixed,56.7,75.6,68.5,72.9,c,19.809999999999988
10115,18,male,private,diploma,2.8,59.0,yes,<15 min,no,textbook,39.8,53.1,44.9,47.5,e,90.0
10116,17,male,private,high school,7.5,54.1,yes,>60 min,no,online videos,76.8,86.1,73.8,78.6,c,90.0
10117,19,other,public,phd,1.4,70.9,yes,30-60 min,yes,online videos,35.0,33.4,37.3,38.0,f,80.0
10118,17,female,private,post graduate,5.3,75.7,yes,>60 min,no,coaching,40.3,57.7,61.0,72.4,c,20.359999999999985
10119,17,female,private,phd,4.3,86.9,yes,>60 min,no,coaching,56.8,66.4,85.8,68.0,d,25.19999999999999
10120,14,male,private,diploma,3.7,86.3,yes,30-60 min,yes,coaching,55.4,58.1,52.5,57.1,d,37.18999999999999
10121,17,female,private,phd,3.7,53.5,yes,<15 min,yes,group study,52.7,39.6,49.3,59.6,d,90.0
10122,15,male,private,high school,0.8,71.9,yes,15-30 min,yes,coaching,33.9,25.6,31.5,28.8,f,80.0
10123,18,female,public,high school,6.1,92.2,yes,>60 min,no,group study,76.9,76.0,77.3,82.7,c,9.029999999999987
10124,14,female,public,high school,3.1,79.8,yes,15-30 min,no,online videos,54.4,48.6,52.0,55.6,d,38.839999999999996
10125,19,other,private,graduate,4.1,92.7,yes,15-30 min,no,group study,77.7,64.8,76.2,73.9,c,18.709999999999994
10126,15,other,public,graduate,6.9,97.5,yes,15-30 min,yes,mixed,96.0,91.9,87.7,86.3,b,5.069999999999993
10127,16,male,private,no formal,4.8,66.7,yes,30-60 min,yes,mixed,60.6,47.2,47.6,60.0,d,34.0
10128,14,other,public,graduate,6.9,56.6,yes,<15 min,yes,group study,67.3,90.3,91.4,84.7,c,90.0
10129,15,female,private,phd,1.5,54.2,yes,15-30 min,yes,mixed,50.6,46.7,35.6,36.8,f,90.0
10130,19,female,public,diploma,2.6,56.3,yes,<15 min,yes,textbook,43.7,47.0,28.3,33.8,f,90.0
10131,15,female,private,post graduate,2.2,84.1,yes,>60 min,no,mixed,45.6,58.0,71.1,55.9,d,80.0
10132,17,male,private,graduate,7.1,56.0,yes,30-60 min,yes,textbook,79.0,89.1,81.6,76.4,c,90.0
10133,19,male,public,phd,6.4,97.6,yes,15-30 min,no,online videos,86.6,92.7,85.5,96.0,a,-5.6000000000000085
10134,17,female,public,graduate,6.8,82.9,yes,15-30 min,no,notes,74.4,79.3,73.9,79.7,c,12.329999999999984
10135,14,other,private,diploma,4.8,97.8,yes,30-60 min,yes,coaching,82.2,83.7,70.0,75.1,c,17.39
10136,16,female,private,no formal,2.2,78.2,yes,30-60 min,yes,coaching,50.4,49.4,57.6,48.4,e,80.0
10137,16,female,private,post graduate,3.3,60.1,yes,>60 min,yes,online videos,61.7,51.4,51.6,58.4,d,35.75999999999999
10138,15,other,public,diploma,4.6,58.4,no,>60 min,yes,notes,73.5,58.0,63.2,69.1,d,90.0
10139,15,other,public,phd,0.6,88.4,yes,<15 min,yes,textbook,52.7,46.4,28.0,38.7,f,80.0
10140,17,female,public,high school,5.3,50.0,yes,15-30 min,no,coaching,69.7,64.5,70.6,63.1,d,90.0
10141,16,male,private,diploma,6.9,93.8,no,<15 min,yes,textbook,91.3,91.2,88.5,91.1,b,-0.21000000000000796
10142,15,other,public,post graduate,2.9,51.5,yes,>60 min,yes,online videos,35.5,44.2,28.5,38.8,f,90.0
10143,16,other,public,no formal,5.6,80.2,no,>60 min,no,mixed,72.3,63.6,54.1,73.9,c,18.709999999999994
10144,16,other,private,high school,4.1,69.4,yes,>60 min,no,coaching,64.0,71.3,64.1,67.3,d,25.97
10145,15,other,private,post graduate,0.5,80.6,yes,30-60 min,yes,mixed,44.4,42.8,35.5,43.6,e,80.0
10146,16,female,public,high school,2.6,89.1,yes,<15 min,no,online videos,49.8,52.2,59.3,62.9,d,80.0
10147,19,male,public,phd,4.5,55.6,no,30-60 min,no,textbook,48.5,43.4,59.6,48.3,e,90.0
10148,17,male,public,graduate,5.9,97.3,yes,>60 min,no,textbook,95.7,96.3,98.2,83.2,c,8.47999999999999
10149,17,other,private,post graduate,3.5,79.8,yes,30-60 min,no,notes,63.8,57.7,53.9,63.5,d,30.14999999999999
10150,19,female,public,graduate,1.9,69.1,yes,>60 min,yes,textbook,51.9,54.9,42.5,52.4,e,80.0
10151,17,female,private,no formal,1.0,99.0,yes,30-60 min,no,notes,21.1,46.5,38.4,38.3,f,80.0
10152,15,female,private,post graduate,5.9,90.6,yes,15-30 min,no,online videos,60.1,69.1,80.4,74.2,c,18.379999999999995
10153,16,other,public,diploma,3.2,58.1,yes,15-30 min,no,online videos,29.1,63.2,50.4,42.1,e,90.0
10154,16,female,public,diploma,5.4,54.4,yes,15-30 min,yes,mixed,70.3,83.0,90.1,73.8,c,90.0
10155,16,male,private,post graduate,2.2,96.1,yes,15-30 min,no,coaching,50.2,49.6,55.5,54.3,e,80.0
10156,14,other,private,high school,6.2,79.2,yes,<15 min,yes,mixed,73.1,79.3,76.8,78.2,c,13.97999999999999
10157,14,female,private,diploma,3.1,73.2,yes,15-30 min,yes,notes,53.2,4.6,47.8,52.8,e,41.92
10158,16,male,public,graduate,0.9,53.9,no,15-30 min,no,mixed,32.6,24.9,12.3,21.1,f,90.0
10159,19,male,private,graduate,4.3,77.1,yes,30-60 min,yes,notes,78.4,97.2,76.4,72.1,c,20.689999999999998
10160,18,female,public,post graduate,6.0,63.6,yes,>60 min,no,coaching,89.6,74.5,94.1,73.1,c,19.590000000000003
10161,19,other,public,no formal,7.5,59.7,yes,30-60 min,yes,notes,67.5,78.6,84.3,83.6,c,90.0
10162,15,male,private,phd,7.8,69.6,yes,>60 min,yes,group study,98.5,100.0,100.0,96.3,a,-5.930000000000007
10163,16,male,private,graduate,3.9,51.8,yes,>60 min,yes,notes,42.7,28.2,58.2,45.5,e,90.0
10164,17,male,private,graduate,5.1,79.9,yes,30-60 min,no,mixed,74.3,80.7,46.2,68.1,d,25.090000000000003
10165,16,male,public,phd,4.7,81.1,yes,<15 min,no,notes,58.8,64.1,72.7,66.0,d,27.39999999999999
10166,16,female,private,diploma,4.5,84.7,no,<15 min,no,textbook,66.5,57.3,45.1,65.2,d,28.279999999999987
10167,16,male,public,no formal,1.4,51.1,yes,<15 min,no,online videos,23.8,21.9,35.8,28.5,f,90.0
10168,14,other,public,no formal,5.5,58.8,no,<15 min,no,group study,76.9,76.6,67.4,72.7,c,90.0
10169,19,female,public,phd,7.7,88.6,yes,15-30 min,yes,notes,100.0,100.0,100.0,100.0,a,-10.000000000000014
10170,19,female,private,phd,1.5,78.7,yes,30-60 min,yes,textbook,15.2,34.9,27.4,35.4,f,80.0
10171,14,male,public,no formal,2.8,50.5,yes,30-60 min,yes,group study,29.3,40.3,39.2,33.4,f,90.0
10172,16,male,private,post graduate,1.1,86.5,yes,<15 min,yes,textbook,54.8,42.3,59.6,37.7,f,80.0
10173,17,female,private,graduate,3.5,70.8,yes,15-30 min,no,coaching,74.0,51.9,89.0,64.2,d,29.379999999999995
10174,18,male,private,no formal,4.1,63.2,no,30-60 min,no,online videos,58.5,60.6,44.5,52.8,e,41.92
10175,19,female,private,post graduate,3.2,87.7,yes,15-30 min,no,online videos,58.4,71.0,66.3,67.0,d,26.299999999999997
10176,16,female,public,diploma,4.1,68.0,yes,<15 min,yes,notes,44.4,50.1,62.2,51.9,e,42.91
10177,18,female,public,high school,6.5,72.7,yes,<15 min,yes,online videos,76.1,86.4,76.6,74.8,c,17.72
10178,19,female,public,graduate,2.1,93.0,yes,>60 min,no,textbook,51.1,51.8,47.5,52.4,e,80.0
10179,18,other,private,phd,6.2,57.5,yes,<15 min,no,coaching,63.5,81.6,85.0,75.1,c,90.0
10180,15,other,public,high school,6.4,78.3,yes,<15 min,yes,group study,77.1,68.5,77.9,82.0,c,9.799999999999997
10181,18,male,public,graduate,4.9,55.2,yes,>60 min,yes,group study,79.5,68.8,59.4,55.4,d,90.0
10182,16,female,private,post graduate,2.9,98.9,yes,15-30 min,yes,group study,59.7,70.9,62.8,55.6,d,80.0
10183,14,other,public,graduate,7.5,65.6,yes,>60 min,yes,textbook,67.0,70.2,85.0,82.5,c,9.249999999999986
10184,18,other,private,graduate,3.2,95.5,yes,<15 min,yes,coaching,84.2,55.9,59.9,67.4,d,25.859999999999985
10185,19,male,public,post graduate,0.9,68.4,yes,<15 min,yes,mixed,19.7,27.6,25.9,25.7,f,80.0
10186,16,other,public,high school,1.5,92.3,yes,15-30 min,yes,textbook,77.2,75.5,65.6,58.8,d,80.0
10187,16,other,public,no formal,7.2,88.2,yes,>60 min,no,notes,96.1,97.6,84.1,86.7,b,4.6299999999999955
10188,16,female,public,phd,1.6,61.6,yes,15-30 min,no,notes,11.4,40.9,43.8,40.6,e,80.0
10189,14,other,public,high school,3.9,82.3,yes,30-60 min,yes,notes,46.7,68.4,73.9,67.6,d,25.64
10190,19,female,public,phd,5.7,61.7,yes,30-60 min,yes,textbook,72.2,64.1,81.4,72.4,c,20.359999999999985
10191,14,other,public,high school,4.8,50.9,yes,<15 min,no,notes,61.8,64.0,56.5,57.3,d,90.0
10192,17,other,public,high school,5.4,65.0,yes,>60 min,no,group study,72.4,56.5,58.9,66.3,d,27.069999999999993
10193,14,other,public,no formal,3.1,85.5,yes,<15 min,no,group study,60.0,64.1,53.9,49.9,e,95.0
10194,18,other,private,diploma,5.5,58.9,yes,>60 min,no,coaching,63.9,69.9,62.7,65.7,d,90.0
10195,19,other,private,phd,0.6,81.4,yes,<15 min,no,textbook,18.4,18.9,22.2,33.2,f,80.0
10196,17,female,public,phd,2.5,88.2,yes,30-60 min,yes,online videos,49.8,57.1,39.2,53.7,e,80.0
10197,17,female,private,high school,1.4,65.5,yes,>60 min,yes,online videos,21.5,40.7,44.7,40.8,e,80.0
10198,18,female,public,diploma,3.9,55.1,no,>60 min,no,group study,46.7,36.4,36.5,50.2,e,90.0
10199,19,other,public,post graduate,1.6,79.8,yes,30-60 min,no,notes,57.4,40.9,59.3,45.3,e,80.0
10200,19,female,public,phd,4.6,56.6,yes,<15 min,no,online videos,83.6,76.6,62.7,68.5,d,90.0
10201,15,male,public,graduate,1.9,50.1,yes,<15 min,no,online videos,23.2,32.6,11.6,28.1,f,90.0
10202,17,other,public,high school,3.6,56.5,yes,>60 min,yes,mixed,62.4,58.9,74.2,58.4,d,90.0
10203,18,other,private,diploma,1.1,63.3,no,15-30 min,no,online videos,15.6,28.0,28.0,29.6,f,80.0
10204,15,other,private,post graduate,3.8,83.9,yes,<15 min,no,notes,72.8,52.3,65.2,63.4,d,30.25999999999999
10205,18,male,public,no formal,6.6,66.6,yes,15-30 min,yes,textbook,65.3,70.8,63.6,73.1,c,19.590000000000003
10206,14,other,public,graduate,2.9,95.9,yes,30-60 min,yes,coaching,51.6,60.0,67.5,55.8,d,80.0
10207,19,other,private,post graduate,5.8,87.1,yes,<15 min,no,online videos,80.2,70.0,71.5,73.6,c,19.040000000000006
10208,17,male,private,diploma,3.7,99.4,no,>60 min,yes,mixed,62.2,75.2,46.4,66.6,d,26.739999999999995
10209,18,male,public,graduate,2.3,83.3,yes,>60 min,no,notes,49.2,34.2,41.7,44.5,e,80.0
10210,18,male,private,post graduate,2.8,51.1,yes,30-60 min,no,group study,39.0,43.7,48.9,42.6,e,90.0
10211,15,other,public,graduate,2.8,57.4,yes,30-60 min,yes,mixed,56.8,54.9,44.7,52.6,e,90.0
10212,16,other,private,no formal,6.1,63.5,yes,<15 min,yes,notes,81.5,91.3,67.1,81.6,c,10.239999999999995
10213,19,female,private,graduate,2.0,85.2,yes,15-30 min,no,group study,69.6,64.3,55.6,58.3,d,80.0
10214,14,female,public,high school,7.8,82.3,no,<15 min,yes,mixed,87.1,86.9,100.0,94.8,b,-4.280000000000001
10215,18,female,private,post graduate,5.7,60.3,yes,30-60 min,no,coaching,68.1,70.3,74.7,60.6,d,33.33999999999999
10216,15,other,private,high school,3.5,84.9,yes,>60 min,no,online videos,61.8,57.8,75.0,62.2,d,31.58
10217,17,male,private,phd,8.0,64.0,yes,>60 min,no,group study,92.7,82.2,98.9,88.5,b,2.6499999999999915
10218,17,male,private,no formal,2.1,83.4,yes,>60 min,no,group study,52.7,57.0,58.2,59.9,d,80.0
10219,18,male,private,phd,6.2,65.5,yes,15-30 min,no,notes,90.7,75.7,69.7,75.2,c,17.279999999999987
10220,19,other,public,no formal,2.5,60.5,yes,30-60 min,no,group study,53.8,61.1,51.5,48.7,e,80.0
10221,16,female,private,post graduate,4.6,74.7,yes,15-30 min,yes,notes,63.6,81.1,84.4,76.3,c,16.069999999999993
10222,15,other,private,diploma,0.9,99.0,yes,15-30 min,yes,textbook,59.6,62.0,38.2,50.6,e,80.0
10223,16,other,private,high school,6.8,82.3,yes,>60 min,no,mixed,100.0,100.0,92.5,94.6,b,-4.060000000000002
10224,17,male,public,high school,3.2,67.6,yes,15-30 min,no,online videos,52.3,73.5,76.0,62.0,d,31.799999999999997
10225,18,other,private,no formal,4.9,75.9,yes,30-60 min,yes,mixed,66.8,74.7,83.6,76.4,c,15.959999999999994
10226,18,male,public,no formal,7.5,71.9,yes,<15 min,yes,textbook,100.0,67.0,100.0,93.4,b,-2.740000000000009
10227,16,other,private,diploma,0.7,51.6,yes,30-60 min,no,mixed,17.2,40.1,0.0,23.7,f,90.0
10228,19,other,public,no formal,7.8,83.7,yes,15-30 min,no,online videos,100.0,100.0,100.0,98.8,a,-8.680000000000007
10229,14,other,public,phd,4.4,60.3,yes,<15 min,yes,textbook,71.6,80.6,70.3,69.2,d,23.879999999999995
10230,14,male,private,post graduate,6.4,76.7,yes,15-30 min,yes,textbook,74.0,54.0,66.6,78.5,c,13.649999999999991
10231,14,other,public,diploma,4.0,53.5,yes,>60 min,no,coaching,48.7,62.6,52.2,48.2,e,90.0
10232,19,other,public,no formal,6.6,89.5,yes,<15 min,no,mixed,100.0,100.0,100.0,94.0,b,-3.4000000000000057
10233,15,male,public,phd,7.1,50.9,yes,15-30 min,yes,group study,72.9,88.5,65.7,68.5,d,90.0
10234,17,female,public,post graduate,3.4,66.1,no,30-60 min,no,coaching,48.0,46.0,62.8,57.7,d,36.529999999999994
10235,18,other,public,high school,5.9,69.2,no,<15 min,yes,group study,73.5,57.0,72.9,77.2,c,15.079999999999984
10236,18,female,public,no formal,8.0,88.6,yes,<15 min,no,textbook,100.0,90.3,100.0,100.0,a,-10.000000000000014
10237,19,female,private,graduate,6.2,98.7,yes,15-30 min,no,textbook,100.0,87.8,67.4,86.8,b,4.519999999999996
10238,14,male,public,no formal,7.7,59.6,yes,<15 min,no,online videos,83.8,83.1,68.4,76.5,c,90.0
10239,16,female,public,graduate,6.0,57.0,yes,15-30 min,yes,mixed,97.1,67.7,65.5,73.0,c,90.0
10240,17,other,public,diploma,3.0,81.1,yes,15-30 min,yes,mixed,49.7,59.6,49.6,51.9,e,42.91
10241,18,female,private,phd,6.7,60.9,no,<15 min,yes,group study,85.3,74.4,67.7,78.0,c,14.199999999999989
10242,17,other,private,diploma,5.5,51.2,yes,30-60 min,yes,online videos,70.8,66.1,74.9,67.6,d,90.0
10243,17,other,public,diploma,0.7,61.6,yes,30-60 min,yes,mixed,43.7,24.0,37.1,24.7,f,80.0
10244,15,other,public,graduate,1.8,61.7,yes,<15 min,yes,mixed,32.3,18.4,36.6,31.8,f,80.0
10245,14,female,public,phd,2.5,77.6,yes,15-30 min,yes,group study,58.1,42.9,50.1,46.6,e,80.0
10246,16,other,private,post graduate,6.1,72.5,yes,30-60 min,yes,group study,79.7,79.6,82.0,80.5,c,11.449999999999989
10247,15,male,public,post graduate,6.5,66.7,yes,15-30 min,yes,mixed,76.4,77.6,95.3,83.2,c,8.47999999999999
10248,17,female,private,high school,6.7,64.5,no,<15 min,yes,group study,88.3,64.5,58.7,70.7,c,22.22999999999999
10249,18,male,private,diploma,1.0,63.4,no,>60 min,yes,mixed,27.7,31.1,7.1,29.0,f,80.0
10250,17,other,private,high school,1.0,93.1,yes,15-30 min,yes,textbook,56.0,37.3,41.3,54.1,e,80.0
10251,17,other,private,diploma,2.7,73.0,yes,30-60 min,yes,online videos,35.0,54.7,37.9,44.0,e,80.0
10252,14,female,private,post graduate,5.6,92.7,no,>60 min,yes,coaching,99.7,100.0,91.6,90.1,b,0.8900000000000006
10253,17,female,public,no formal,6.8,99.8,no,<15 min,no,coaching,71.9,81.6,92.3,84.5,c,7.049999999999997
10254,16,female,public,no formal,7.0,74.8,yes,<15 min,no,mixed,74.7,91.5,84.9,86.9,b,4.409999999999982
10255,14,other,public,graduate,2.1,96.4,yes,15-30 min,no,group study,74.3,69.5,54.3,62.4,d,80.0
10256,15,male,private,post graduate,6.3,58.7,no,30-60 min,yes,online videos,83.5,93.8,81.6,82.8,c,90.0
10257,18,other,public,phd,5.3,65.5,yes,<15 min,yes,coaching,63.9,67.4,76.9,67.5,d,25.75
10258,19,male,public,graduate,7.5,82.9,yes,<15 min,no,online videos,88.7,100.0,98.0,100.0,a,-10.000000000000014
10259,17,male,private,graduate,6.3,61.9,yes,>60 min,yes,coaching,90.2,91.4,79.2,84.7,c,6.829999999999984
10260,19,other,public,high school,4.5,79.6,yes,30-60 min,no,notes,71.4,56.6,72.6,62.5,d,31.25
10261,15,other,public,diploma,6.4,94.9,yes,<15 min,yes,mixed,84.7,71.1,99.8,80.2,c,11.779999999999987
10262,15,female,public,high school,2.8,98.7,yes,<15 min,yes,coaching,48.5,55.3,68.4,66.0,d,80.0
10263,19,female,private,no formal,6.4,76.7,yes,30-60 min,yes,coaching,91.9,65.5,72.1,80.3,c,11.670000000000002
10264,15,other,private,diploma,6.4,86.8,no,<15 min,yes,coaching,92.9,86.0,81.2,89.4,b,1.6599999999999824
10265,17,other,private,high school,6.9,80.2,yes,<15 min,yes,group study,73.2,79.5,94.1,77.8,c,14.420000000000002
10266,15,other,private,graduate,2.3,71.0,yes,30-60 min,no,notes,40.4,31.5,46.5,39.1,f,80.0
10267,15,other,public,post graduate,6.9,67.8,yes,<15 min,no,textbook,72.9,77.4,87.9,83.6,c,8.039999999999992
10268,16,female,public,phd,1.8,80.7,yes,>60 min,no,textbook,48.5,31.3,47.3,42.3,e,80.0
10269,16,male,private,phd,6.3,67.3,yes,30-60 min,no,notes,73.6,84.3,71.7,75.7,c,16.72999999999999
10270,19,male,private,high school,7.5,87.5,yes,<15 min,no,group study,100.0,96.2,100.0,94.0,b,-3.4000000000000057
10271,19,female,public,phd,0.8,56.3,yes,>60 min,no,coaching,36.1,36.6,42.4,31.6,f,90.0
10272,17,female,public,phd,5.2,85.9,yes,30-60 min,no,coaching,78.7,72.2,77.5,75.7,c,16.72999999999999
10273,17,other,public,graduate,5.4,75.6,yes,15-30 min,no,mixed,85.3,76.1,75.3,79.4,c,12.659999999999982
10274,14,male,public,high school,6.6,54.1,no,15-30 min,yes,notes,74.6,66.2,64.1,66.0,d,90.0
10275,15,other,private,post graduate,1.3,92.0,yes,>60 min,yes,coaching,27.0,25.2,38.5,39.0,f,80.0
10276,14,other,public,no formal,7.3,77.5,yes,30-60 min,yes,online videos,100.0,90.4,100.0,90.3,b,0.6700000000000017
10277,19,other,private,diploma,8.0,86.7,yes,15-30 min,no,group study,82.3,97.0,100.0,100.0,a,-10.000000000000014
10278,15,female,private,graduate,5.5,56.2,yes,>60 min,no,mixed,71.9,59.3,75.9,73.2,c,90.0
10279,16,male,private,phd,3.7,57.8,yes,<15 min,yes,textbook,61.9,42.5,51.6,47.8,e,90.0
10280,19,female,public,phd,5.3,93.9,yes,15-30 min,yes,mixed,87.6,81.0,85.9,85.3,b,6.170000000000002
10281,18,female,private,post graduate,0.9,73.3,yes,15-30 min,no,online videos,31.0,25.6,7.9,33.5,f,80.0
10282,17,female,public,diploma,6.1,64.8,yes,>60 min,yes,coaching,71.3,89.5,69.4,76.0,c,16.39999999999999
10283,14,female,private,no formal,1.0,75.9,no,<15 min,no,notes,19.1,40.6,28.3,30.1,f,80.0
10284,17,female,public,post graduate,2.9,68.6,yes,>60 min,no,notes,65.5,45.6,48.7,47.7,e,80.0
10285,17,female,private,phd,1.5,98.7,no,30-60 min,no,online videos,45.1,63.5,40.9,59.9,d,80.0
10286,15,male,private,diploma,5.9,59.8,no,>60 min,no,textbook,62.0,70.5,85.4,73.8,c,90.0
10287,18,female,public,graduate,5.0,76.5,yes,15-30 min,no,notes,50.3,66.7,56.9,67.2,d,26.079999999999984
10288,19,male,private,phd,5.7,66.6,yes,<15 min,yes,textbook,85.6,76.9,75.3,69.6,d,23.439999999999998
10289,15,female,private,no formal,1.0,58.3,yes,<15 min,yes,mixed,19.7,12.1,19.0,22.2,f,90.0
10290,15,female,public,post graduate,3.3,84.1,yes,30-60 min,yes,online videos,61.5,50.1,59.0,54.8,e,39.72
10291,15,other,private,graduate,3.5,56.8,yes,<15 min,no,notes,60.5,54.9,38.8,54.2,e,90.0
10292,19,other,private,post graduate,5.0,63.7,yes,15-30 min,no,online videos,64.6,48.6,53.2,59.0,d,35.099999999999994
10293,14,female,public,high school,1.3,74.4,yes,15-30 min,yes,textbook,33.6,35.3,45.0,32.1,f,80.0
10294,19,male,private,graduate,5.4,71.2,yes,<15 min,no,notes,74.8,84.3,67.2,72.8,c,19.92
10295,18,other,private,high school,3.5,95.5,yes,15-30 min,no,textbook,78.8,73.2,51.7,65.9,d,27.50999999999999
10296,16,male,public,graduate,7.3,82.5,yes,15-30 min,no,coaching,82.7,89.9,84.2,82.3,c,9.469999999999999
10297,17,male,private,graduate,3.9,53.5,yes,<15 min,yes,coaching,55.4,54.0,61.2,61.8,d,90.0
10298,19,male,public,phd,1.3,57.2,no,15-30 min,no,textbook,51.3,38.3,32.9,38.6,f,90.0
10299,18,other,private,post graduate,1.3,79.3,yes,30-60 min,no,coaching,50.1,55.3,52.8,45.0,e,80.0
10300,15,female,private,graduate,2.4,61.3,yes,30-60 min,yes,textbook,21.9,33.0,37.6,43.7,e,80.0
